title,authors,publisher,publishedDate,description,industryIdentifiers,readingModes,pageCount,printType,categories,maturityRating,allowAnonLogging,contentVersion,panelizationSummary,imageLinks,language,previewLink,infoLink,canonicalVolumeLink,averageRating,ratingsCount,subtitle,comicsContent,seriesInfo
Lord Vanity,['Samuel Shellabarger'],eNet Press,1953,"An actor living in Venice stabs a man of higher rank and is condemned to a life as a galley slave. Eventually freed, he travels across continents and dons many guises as he struggles to find himself.","[{'type': 'ISBN_13', 'identifier': '9781618868022'}, {'type': 'ISBN_10', 'identifier': '1618868020'}]","{'text': False, 'image': True}",561.0,BOOK,['Fiction'],NOT_MATURE,False,preview-1.0.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=04yAAgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=04yAAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=04yAAgAAQBAJ&printsec=frontcover&dq=intitle:LORD+VANITY&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=04yAAgAAQBAJ&dq=intitle:LORD+VANITY&hl=&source=gbs_api,https://books.google.com/books/about/Lord_Vanity.html?hl=&id=04yAAgAAQBAJ,,,,,
Not as a Stranger,['Morton Thompson'],,1954,Charles Bickford's copy of the screenplay with his parts marked.,"[{'type': 'OTHER', 'identifier': 'UCAL:$B120096'}]","{'text': False, 'image': False}",712.0,BOOK,['American fiction'],NOT_MATURE,False,0.5.2.0.preview.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=bRxAAAAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=bRxAAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",en,http://books.google.nl/books?id=bRxAAAAAIAAJ&q=intitle:NOT+AS+A+STRANGER&dq=intitle:NOT+AS+A+STRANGER&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=bRxAAAAAIAAJ&dq=intitle:NOT+AS+A+STRANGER&hl=&source=gbs_api,https://books.google.com/books/about/Not_as_a_Stranger.html?hl=&id=bRxAAAAAIAAJ,,,,,
Sayonara Sushi,['Raül Romeva i Rueda'],PLAZA & JANES,2012-03-22,"Thriller actual de denuncia social y ecológica sobre la pesca ilegal del atún rojo y las mafias de tráfico de personas. En pleno mes de junio, Paula Ramos «Sushi», redactora de los servicios informativos de TV3, sigue atentamente los teletipos en busca de alguna noticia, cuando, de repente, uno le llama especialmente la atención. Habla de unos inmigrantes africanos que, encaramados a una jaula transportadora de atunes, han conseguido salvar la vida después que la patera en la que intentaban llegar a Europa se hundiese en el Mediterráneo. A pesar de las restricciones presupuestarias de la época de crisis en la que estamos, Paula logra convencer a sus jefes para que la autoricen a ir a Malta a seguir la noticia y hacer un reportaje. En la isla, irá descubriendo las sorpresas que el teletipo le tenía reservadas y será protagonista de un sinfín de aventuras que le cambiaran la vida, en muchos sentidos... En su primera novela, Raül Romeva Rueda nos invita a un viaje trepidante por la inmigración clandestina, el expolio de especies marinas, las conexiones entre el poder económico y la política, y los riesgos del periodismo de investigación.","[{'type': 'ISBN_13', 'identifier': '9788401353383'}, {'type': 'ISBN_10', 'identifier': '8401353386'}]","{'text': True, 'image': True}",224.0,BOOK,['Fiction'],NOT_MATURE,False,1.20.18.0.preview.3,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=vcwqHxO243gC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=vcwqHxO243gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",es,http://books.google.nl/books?id=vcwqHxO243gC&printsec=frontcover&dq=intitle:SAYONARA&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=vcwqHxO243gC&dq=intitle:SAYONARA&hl=&source=gbs_api,https://books.google.com/books/about/Sayonara_Sushi.html?hl=&id=vcwqHxO243gC,,,,,
Away All Boats,['Kenneth Dodson'],,1980-05,A vivid portrayal of the officers and sailors of the fictional amphibious transport USS Belinda in the Pacific of World War II.,"[{'type': 'ISBN_10', 'identifier': '0553135732'}, {'type': 'ISBN_13', 'identifier': '9780553135732'}]","{'text': False, 'image': False}",484.0,BOOK,['Fiction'],NOT_MATURE,False,1.9.2.0.preview.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=SHUNfewn-PkC&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=SHUNfewn-PkC&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",en,http://books.google.nl/books?id=SHUNfewn-PkC&q=intitle:AWAY+ALL+BOATS&dq=intitle:AWAY+ALL+BOATS&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=SHUNfewn-PkC&dq=intitle:AWAY+ALL+BOATS&hl=&source=gbs_api,https://books.google.com/books/about/Away_All_Boats.html?hl=&id=SHUNfewn-PkC,,,A Novel,,
Bless This House,['Gloria Gaither'],Thomas Nelson,1998,"This lovely gift book by Gloria Gaither is a pronouncement of blessings on the place we call home, an act of sanctifying our dwelling place, an invitation to the Spirit of God to make it His abode.","[{'type': 'ISBN_10', 'identifier': '0849953820'}, {'type': 'ISBN_13', 'identifier': '9780849953828'}]","{'text': False, 'image': False}",72.0,BOOK,['Religion'],NOT_MATURE,False,0.5.3.0.preview.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=WwcbKMvO3AMC&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=WwcbKMvO3AMC&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",en,http://books.google.nl/books?id=WwcbKMvO3AMC&q=intitle:BLESS+THIS+HOUSE&dq=intitle:BLESS+THIS+HOUSE&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=WwcbKMvO3AMC&dq=intitle:BLESS+THIS+HOUSE&hl=&source=gbs_api,https://books.google.com/books/about/Bless_This_House.html?hl=&id=WwcbKMvO3AMC,,,,,
"Never Victorious, Never Defeated",['Taylor Caldwell'],Open Road Media,2018-10-02,"New York Times Bestseller: A sprawling epic of an American railroad dynasty’s “sensational intrigues and stormy struggles for power” (The New York Times Book Review). Founded in Portersville, Pennsylvania, in the latter days of Andrew Jackson’s presidency, the Interstate is a small regional railroad with vast potential. Also, it is the birthright of Aaron deWitt’s sons: ruthless yet charming Rufus and stubborn, idealistic Stephen. When Stephen wins control of the Interstate, his victory starts a series of events that will roil the deWitt family for generations. Over decades, the Interstate grows into an enterprise capable of shaping the future of the nation. Yet, both its triumphs and defeats sow the seeds of the deWitt family’s downfall. Brothers plot against brothers, sons demean fathers, wives betray husbands—all in pursuit of monumental power. Not even Cornelia, Rufus’s beautiful and cunning daughter, can ensure that the deWitt family name won’t disappear. Spanning nearly a century, Never Victorious, Never Defeated is a brilliant dramatization of the lives of America’s robber barons and further proof that Taylor Caldwell “never falters when it comes to storytelling” (Publishers Weekly).","[{'type': 'ISBN_13', 'identifier': '9781504053204'}, {'type': 'ISBN_10', 'identifier': '1504053206'}]","{'text': True, 'image': True}",768.0,BOOK,['Fiction'],NOT_MATURE,True,1.10.10.0.preview.3,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=WypnDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=WypnDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,"http://books.google.nl/books?id=WypnDwAAQBAJ&printsec=frontcover&dq=intitle:NEVER+VICTORIOUS,+NEVER+DEFEATED&hl=&cd=1&source=gbs_api",https://play.google.com/store/books/details?id=WypnDwAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=WypnDwAAQBAJ,,,A Novel,,
Logan Likes Mary Anne!: A Graphic Novel (The Baby-Sitters Club #8),['Ann M. Martin'],Scholastic Inc.,2020-09-01,"Another Baby-sitters Club graphic novel adapted by New York Times bestselling author Gale Galligan! It's the first day of a new school year, and while Mary Anne doesn't know what to expect from the eighth grade, she's looking forward to getting back into the swing of things. One thing she definitely doesn't expect is to meet Logan Bruno, who just moved to Stoneybrook!Logan has a dreamy southern accent, he's awfully cute... and he might be interested in joining the BSC. But the baby-sitters aren't sure if Logan would make a good club member, so they send him on a job with Mary Anne as a test. Logan and Mary Anne hit it off, but Mary Anne isn't sure of where their friendship could go. Life in the Baby-sitters Club has never been this complicated -- or this fun!","[{'type': 'ISBN_13', 'identifier': '9781338304565'}, {'type': 'ISBN_10', 'identifier': '1338304569'}]","{'text': True, 'image': True}",179.0,BOOK,['Juvenile Fiction'],NOT_MATURE,True,1.6.5.0.preview.3,"{'containsEpubBubbles': True, 'containsImageBubbles': True, 'epubBubbleVersion': 'a62b8a9aadc55683_A', 'imageBubbleVersion': 'a62b8a9aadc55683_A'}","{'smallThumbnail': 'http://books.google.com/books/content?id=gWW_DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=gWW_DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=gWW_DwAAQBAJ&printsec=frontcover&dq=intitle:MARY+ANNE&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=gWW_DwAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=gWW_DwAAQBAJ,3.5,6.0,,,
THE ROYAL BOX,['FRANCES PARKINSON KEYES'],,1954,,,"{'text': False, 'image': False}",,BOOK,,NOT_MATURE,False,preview-1.0.0,,"{'smallThumbnail': 'http://books.google.com/books/content?id=rS-ziFTWEg0C&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=rS-ziFTWEg0C&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",en,http://books.google.nl/books?id=rS-ziFTWEg0C&q=intitle:THE+ROYAL+BOX&dq=intitle:THE+ROYAL+BOX&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=rS-ziFTWEg0C&dq=intitle:THE+ROYAL+BOX&hl=&source=gbs_api,https://books.google.com/books/about/THE_ROYAL_BOX.html?hl=&id=rS-ziFTWEg0C,,,,,
Sweet Thursday,['John Steinbeck'],Penguin,2008-07-29,"A Penguin Classic In Monterey, on the California coast, Sweet Thursday is what they call the day after Lousy Wednesday, which is one of those days that are just naturally bad. Returning to the scene of Cannery Row—the weedy lots and junk heaps and flophouses of Monterey, John Steinbeck once more brings to life the denizens of a netherworld of laughter and tears—from Doc, based on Steinbeck’s lifelong friend Ed Ricketts, to Fauna, new headmistress of the local brothel, to Hazel, a bum whose mother must have wanted a daughter. This Penguin Classics edition features an introduction and notes by Robert DeMott. For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.","[{'type': 'ISBN_13', 'identifier': '9781440635496'}, {'type': 'ISBN_10', 'identifier': '1440635498'}]","{'text': True, 'image': False}",288.0,BOOK,['Fiction'],NOT_MATURE,True,5.15.17.0.preview.2,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=zer-bEoDL-EC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=zer-bEoDL-EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=zer-bEoDL-EC&printsec=frontcover&dq=intitle:SWEET+THURSDAY&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=zer-bEoDL-EC&dq=intitle:SWEET+THURSDAY&hl=&source=gbs_api,https://books.google.com/books/about/Sweet_Thursday.html?hl=&id=zer-bEoDL-EC,,,,,
Love is Eternal,['Irving Stone'],Signet Book,1954,A fictionalized account of the first lady whose life was marked with triumph and tragedy.,"[{'type': 'OTHER', 'identifier': 'UCAL:B4384738'}]","{'text': False, 'image': False}",492.0,BOOK,['Fiction'],NOT_MATURE,False,0.8.2.0.preview.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=BJGwAAAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=BJGwAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",en,http://books.google.nl/books?id=BJGwAAAAIAAJ&q=intitle:LOVE+IS+ETERNAL&dq=intitle:LOVE+IS+ETERNAL&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=BJGwAAAAIAAJ&dq=intitle:LOVE+IS+ETERNAL&hl=&source=gbs_api,https://books.google.com/books/about/Love_is_Eternal.html?hl=&id=BJGwAAAAIAAJ,,,A Novel about Mary Todd Lincoln and Abraham Lincoln,,
Negentien keer Katherine,"['John Green', 'Aleid van Eekelen-Benders']",,2007,"Nadat een hoogbegaafde jongen voor de negentiende keer gedumpt is door een meisje dat Katherine heet, onderneemt hij een 'roadtrip'.","[{'type': 'ISBN_10', 'identifier': '905637897X'}, {'type': 'ISBN_13', 'identifier': '9789056378974'}]","{'text': False, 'image': False}",308.0,BOOK,,NOT_MATURE,False,preview-1.0.0,,"{'smallThumbnail': 'http://books.google.com/books/content?id=i8fcMgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=i8fcMgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",nl,http://books.google.nl/books?id=i8fcMgEACAAJ&dq=intitle:KATHERINE&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=i8fcMgEACAAJ&dq=intitle:KATHERINE&hl=&source=gbs_api,https://books.google.com/books/about/Negentien_keer_Katherine.html?hl=&id=i8fcMgEACAAJ,,,,,
The View from Pompey's Head,['Hamilton Basso'],LSU Press,1998-11-01,"Sweet, sleepy -- beautiful -- old Pompey's Head, South Carolina. Anson Page thought he'd ground it out of his life for good. Now a Manhattan lawyer representing a large publishing house, he's returning to his hometown after fifteen years to investigate the mystery surrounding one of his client's authors, a major American novelist who lives on nearby Tamburlaine Island. Both painfully familiar and irrevocably altered, the landmarks and people in Pompey's Head resurrect for Page the sweep of his past life. As he sets about resolving business matters, he collides headlong with the enduring power of lineage to determine belonging and dominance, exclusion and shame, and the realization that leaving does not mean escaping.A deft interlacing of recollection and suspense, The View from Pompey's Head is Hamilton Basso's most popularly acclaimed novel. When first published, it spent forty weeks on the New York Times bestseller list and was translated into seven languages.","[{'type': 'ISBN_10', 'identifier': '080712334X'}, {'type': 'ISBN_13', 'identifier': '9780807123348'}]","{'text': False, 'image': False}",420.0,BOOK,['Fiction'],NOT_MATURE,False,0.3.4.0.preview.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=09kNLNAW4QAC&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=09kNLNAW4QAC&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",en,http://books.google.nl/books?id=09kNLNAW4QAC&dq=intitle:THE+VIEW+FROM+POMPEY%27S+HEAD&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=09kNLNAW4QAC&dq=intitle:THE+VIEW+FROM+POMPEY%27S+HEAD&hl=&source=gbs_api,https://books.google.com/books/about/The_View_from_Pompey_s_Head.html?hl=&id=09kNLNAW4QAC,4.0,1.0,A Novel,,
No Time for Sergeants,['Ira Levin'],Dramatists Play Service Inc,1958,THE STORY: NO TIME FOR SERGEANTS' central figure is a husky and good-natured hillbilly who finally gets into the Air Force despite his father's propensity for tearing up his draft papers. His determination to be transferred to the infantry soon spe,"[{'type': 'ISBN_10', 'identifier': '0822208296'}, {'type': 'ISBN_13', 'identifier': '9780822208297'}]","{'text': False, 'image': True}",88.0,BOOK,['American drama'],NOT_MATURE,False,0.4.4.0.preview.1,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=W20dPQWNd_AC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=W20dPQWNd_AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=W20dPQWNd_AC&printsec=frontcover&dq=intitle:NO+TIME+FOR+SERGEANTS&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=W20dPQWNd_AC&dq=intitle:NO+TIME+FOR+SERGEANTS&hl=&source=gbs_api,https://books.google.com/books/about/No_Time_for_Sergeants.html?hl=&id=W20dPQWNd_AC,,,A Play in Two Acts,,
"Sincerely, Willis Wayde",['John P. Marquand'],Open Road Media,2015-07-14,"The unforgettable journey of an American businessman—from his humble origins to his extraordinary successes—and the compromises he made along the way When Willis Wayde first lays eyes on the Harcourt mansion near Clyde, Massachusetts, he is fifteen years old. His father is an engineer at Harcourt Mill, and Willis is awestruck by the family’s wealth and power. Seeking guidance from Henry Harcourt, Willis meets Bess, the old man’s granddaughter. Their friendship eventually blossoms into love as the elder Harcourt takes the young man under his wing, recognizing in Willis a kindred spirit whose instinct for making money matches his own. Pleased with his good fortune, Willis is nevertheless acutely aware of the great social gulf that separates the Waydes from the Harcourts. Determined to make his own way, he sets out on a path that will take him far beyond New England and the insular, old-money world of Henry and Bess. Then the Depression hits, wiping out the Harcourt family fortune. When he comes back into their life, Willis has the power to rescue the last vestige of the family’s prestige: the mill. Torn between his nostalgia for a simpler, more sentimental time and his sharply honed business acumen, Willis must make a fateful decision.","[{'type': 'ISBN_13', 'identifier': '9781504015769'}, {'type': 'ISBN_10', 'identifier': '1504015762'}]","{'text': True, 'image': True}",399.0,BOOK,['Fiction'],NOT_MATURE,True,1.18.19.0.preview.3,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=2nqrCQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=2nqrCQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,"http://books.google.nl/books?id=2nqrCQAAQBAJ&printsec=frontcover&dq=intitle:SINCERELY,+WILLIS+WAYDE&hl=&cd=1&source=gbs_api",https://play.google.com/store/books/details?id=2nqrCQAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=2nqrCQAAQBAJ,,,A Novel,,
Bonjour Tristesse,['Françoise Sagan'],,1955,"Set against the translucent beauty of France in summer, ""Bonjour Tristesse"" is a bittersweet tale narrated by Cé cile, a seventeen-year-old girl on the brink of womanhood, whose meddling in her father's love life leads to tragic consequences.Freed from boarding school, Cé cile lives in unchecked enjoyment with her youngish, widowed father -- an affectionate rogue, dissolute and promiscuous. Having accepted the constantly changing women in his life, Cé cile pursues a sexual conquest of her own with a ""tall and almost beautiful"" law student. Then, a new woman appears in her father's life. Feeling threatened but empowered, Cé cile sets in motion a devastating plan that claims a surprising victim.Deceptively simple in structure, ""Bonjour Tristesse"" is a complex and beautifully composed portrait of casual amorality and a young woman's desperate attempt to understand and control the world around her.","[{'type': 'OTHER', 'identifier': 'UOM:49015000789900'}]","{'text': False, 'image': False}",134.0,BOOK,"['Architecture, Domestic']",NOT_MATURE,False,0.11.2.0.preview.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=ZakNAQAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=ZakNAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",en,http://books.google.nl/books?id=ZakNAQAAMAAJ&q=intitle:BONJOUR+TRISTESSE&dq=intitle:BONJOUR+TRISTESSE&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=ZakNAQAAMAAJ&dq=intitle:BONJOUR+TRISTESSE&hl=&source=gbs_api,https://books.google.com/books/about/Bonjour_Tristesse.html?hl=&id=ZakNAQAAMAAJ,,,,,
Something of Value,['Robert Chester Ruark'],"Garden City, N.Y : Doubleday",1955,"Follows the fortune of two Kenya boys, one an English guide for a big game hunter, the other a Mau Mau terrorist.","[{'type': 'OTHER', 'identifier': 'UCAL:B3728055'}]","{'text': False, 'image': False}",656.0,BOOK,['American fiction'],NOT_MATURE,False,1.6.2.0.preview.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=SU0wAAAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=SU0wAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",en,http://books.google.nl/books?id=SU0wAAAAIAAJ&q=intitle:SOMETHING+OF+VALUE&dq=intitle:SOMETHING+OF+VALUE&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=SU0wAAAAIAAJ&dq=intitle:SOMETHING+OF+VALUE&hl=&source=gbs_api,https://books.google.com/books/about/Something_of_Value.html?hl=&id=SU0wAAAAIAAJ,5.0,1.0,,,
"But Darling, I'm Your Auntie Mame!",['Richard Tyler Jordan'],,1998,"When the novel Auntie Mame by Patrick Dennis was first published in 1955, it became an instant hit and national bestseller. Jordan provides an engaging and amusing historical look at the makings of this legendary and fictional character, and the impact it had on numerous lives and careers, chronicling the novel's journey from book to stage to play to film to Broadway musical and then film version of the musical.","[{'type': 'OTHER', 'identifier': 'STANFORD:36105023056687'}]","{'text': False, 'image': False}",246.0,BOOK,['Biography & Autobiography'],NOT_MATURE,False,1.4.1.0.preview.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=Y7MgAQAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=Y7MgAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",en,http://books.google.nl/books?id=Y7MgAQAAIAAJ&q=intitle:AUNTIE+MAME&dq=intitle:AUNTIE+MAME&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=Y7MgAQAAIAAJ&dq=intitle:AUNTIE+MAME&hl=&source=gbs_api,https://books.google.com/books/about/But_Darling_I_m_Your_Auntie_Mame.html?hl=&id=Y7MgAQAAIAAJ,,,The Amazing History of the World's Favorite Madcap Aunt,,
The Man in the Gray Flannel Suit,['Sloan Wilson'],Hachette UK,2009-03-17,"Universally acclaimed when first published in 1955, The Man in the Gray Flannel Suit captured the mood of a generation. Its title -- like Catch-22 and Fahrenheit 451 -- has become a part of America's cultural vocabulary. Tom Rath doesn't want anything extraordinary out of life: just a decent home, enough money to support his family, and a career that won't crush his spirit. After returning from World War II, he takes a PR job at a television network. It is inane, dehumanizing work. But when a series of personal crises force him to reexamine his priorities -- and take responsibility for his past -- he is finally moved to carve out an identity for himself. This is Sloan Wilson's searing indictment of a society that had just begun to lose touch with its citizens. The Man in the Gray Flannel Suit is a classic of American literature and the basis of the award-winning film starring Gregory Peck. ""A consequential novel."" -- Saturday Review","[{'type': 'ISBN_13', 'identifier': '9780786729265'}, {'type': 'ISBN_10', 'identifier': '0786729260'}]","{'text': True, 'image': False}",271.0,BOOK,['Fiction'],NOT_MATURE,True,1.6.8.0.preview.2,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=JwpKDgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=JwpKDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=JwpKDgAAQBAJ&printsec=frontcover&dq=intitle:THE+MAN+IN+THE+GRAY+FLANNEL+SUIT&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=JwpKDgAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=JwpKDgAAQBAJ,,,,,
MARJORIE MORNINGSTAR,['HERMAN WOUK'],,1955,,,"{'text': False, 'image': False}",644.0,BOOK,,NOT_MATURE,False,0.6.4.0.preview.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=M-61myx82VsC&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=M-61myx82VsC&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",en,http://books.google.nl/books?id=M-61myx82VsC&q=intitle:MARJORIE+MORNINGSTAR&dq=intitle:MARJORIE+MORNINGSTAR&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=M-61myx82VsC&dq=intitle:MARJORIE+MORNINGSTAR&hl=&source=gbs_api,https://books.google.com/books/about/MARJORIE_MORNINGSTAR.html?hl=&id=M-61myx82VsC,,,,,
The Great Tontine,['Hawley Smart'],,1881,,"[{'type': 'OTHER', 'identifier': 'OXFORD:600064239'}]","{'text': False, 'image': True}",308.0,BOOK,,NOT_MATURE,False,0.11.11.0.full.1,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=_-YBAAAAQAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=_-YBAAAAQAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=_-YBAAAAQAAJ&printsec=frontcover&dq=intitle:THE+TONTINE&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=_-YBAAAAQAAJ&source=gbs_api,https://play.google.com/store/books/details?id=_-YBAAAAQAAJ,,,A Novel,,
